mesa_number;tipo_ubicacion;circunscripcion_electoral;departamento;provincia;distrito;teh
257578;NACIONAL;TACNA;LORETO;DATEM DEL MARAÑON;ANDOAS;300
933835;NACIONAL;MADRE DE DIOS;LORETO;PUTUMAYO;PUTUMAYO;300
303010;NACIONAL;LIMA METROPOLITANA;LORETO;PUTUMAYO;PUTUMAYO;300
127219;NACIONAL;LAMBAYEQUE;LORETO;PUTUMAYO;PUTUMAYO;300
404450;NACIONAL;MOQUEGUA;LORETO;PUTUMAYO;ROSA PANDURO;300
955972;NACIONAL;AYACUCHO;LORETO;PUTUMAYO;ROSA PANDURO;300
105264;NACIONAL;LA LIBERTAD;LORETO;PUTUMAYO;TENIENTE MANUEL CLAVERO;300
728796;NACIONAL;CAJAMARCA;LORETO;PUTUMAYO;YAGUAS;300
627368;NACIONAL;APURIMAC;LORETO;PUTUMAYO;YAGUAS;300
521204;NACIONAL;LAMBAYEQUE;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;300
995159;NACIONAL;HUANCAVELICA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;300
240019;NACIONAL;LORETO;MADRE DE DIOS;TAMBOPATA;INAMBARI;300
944244;NACIONAL;PUNO;MADRE DE DIOS;TAMBOPATA;INAMBARI;300
410824;NACIONAL;HUANUCO;MADRE DE DIOS;TAMBOPATA;INAMBARI;300
725927;NACIONAL;AMAZONAS;MADRE DE DIOS;TAMBOPATA;INAMBARI;300
784233;NACIONAL;MADRE DE DIOS;MADRE DE DIOS;TAMBOPATA;INAMBARI;300
758841;NACIONAL;SAN MARTIN;MADRE DE DIOS;TAMBOPATA;INAMBARI;300
723759;NACIONAL;LORETO;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;300
295532;NACIONAL;MADRE DE DIOS;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;300
112160;NACIONAL;LIMA METROPOLITANA;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;300
704018;NACIONAL;MOQUEGUA;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;300
767612;NACIONAL;HUANUCO;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;300
529817;NACIONAL;HUANCAVELICA;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;300
762315;NACIONAL;HUANCAVELICA;MADRE DE DIOS;TAMBOPATA;LAS PIEDRAS;300
456197;NACIONAL;JUNIN;MADRE DE DIOS;TAMBOPATA;LABERINTO;300
808791;NACIONAL;LIMA METROPOLITANA;MADRE DE DIOS;TAMBOPATA;LABERINTO;300
569809;NACIONAL;LA LIBERTAD;MADRE DE DIOS;MANU;MANU;300
252621;NACIONAL;CAJAMARCA;MADRE DE DIOS;MANU;FITZCARRALD;300
113115;NACIONAL;HUANCAVELICA;MADRE DE DIOS;MANU;FITZCARRALD;300
986299;NACIONAL;LA LIBERTAD;MADRE DE DIOS;MANU;FITZCARRALD;300
708363;NACIONAL;MOQUEGUA;MADRE DE DIOS;MANU;MADRE DE DIOS;300
195601;NACIONAL;LIMA PROVINCIAS;MADRE DE DIOS;MANU;MADRE DE DIOS;300
811216;NACIONAL;AMAZONAS;MADRE DE DIOS;MANU;MADRE DE DIOS;300
177151;NACIONAL;JUNIN;MADRE DE DIOS;MANU;MADRE DE DIOS;300
804869;NACIONAL;CUSCO;MADRE DE DIOS;MANU;MADRE DE DIOS;300
954248;NACIONAL;JUNIN;MADRE DE DIOS;MANU;MADRE DE DIOS;300
391762;NACIONAL;LA LIBERTAD;MADRE DE DIOS;MANU;HUEPETUHE;300
326104;NACIONAL;UCAYALI;MADRE DE DIOS;MANU;HUEPETUHE;300
199801;NACIONAL;ANCASH;MADRE DE DIOS;MANU;HUEPETUHE;300
902296;NACIONAL;AMAZONAS;MADRE DE DIOS;MANU;HUEPETUHE;300
530693;NACIONAL;HUANUCO;MADRE DE DIOS;MANU;HUEPETUHE;300
645074;NACIONAL;SAN MARTIN;MADRE DE DIOS;MANU;HUEPETUHE;300
644187;NACIONAL;HUANUCO;MADRE DE DIOS;MANU;HUEPETUHE;300
999113;NACIONAL;CUSCO;MADRE DE DIOS;TAHUAMANU;IÑAPARI;300
678614;NACIONAL;MADRE DE DIOS;MADRE DE DIOS;TAHUAMANU;IÑAPARI;300
797081;NACIONAL;HUANUCO;MADRE DE DIOS;TAHUAMANU;IÑAPARI;300
273544;NACIONAL;PASCO;MADRE DE DIOS;TAHUAMANU;IÑAPARI;300
790204;NACIONAL;LIMA PROVINCIAS;MADRE DE DIOS;TAHUAMANU;IÑAPARI;300
657966;NACIONAL;AREQUIPA;MADRE DE DIOS;TAHUAMANU;IBERIA;300
828228;NACIONAL;LAMBAYEQUE;MADRE DE DIOS;TAHUAMANU;IBERIA;300
636169;NACIONAL;MOQUEGUA;MADRE DE DIOS;TAHUAMANU;IBERIA;300
341638;NACIONAL;AYACUCHO;MADRE DE DIOS;TAHUAMANU;IBERIA;300
684872;NACIONAL;ICA;MADRE DE DIOS;TAHUAMANU;IBERIA;300
467225;NACIONAL;CUSCO;MADRE DE DIOS;TAHUAMANU;TAHUAMANU;300
514368;NACIONAL;LORETO;MADRE DE DIOS;TAHUAMANU;TAHUAMANU;300
627943;NACIONAL;MOQUEGUA;MADRE DE DIOS;TAHUAMANU;TAHUAMANU;300
653253;NACIONAL;HUANUCO;MADRE DE DIOS;TAHUAMANU;TAHUAMANU;300
956832;NACIONAL;ICA;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;300
168879;NACIONAL;MADRE DE DIOS;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;300
158034;NACIONAL;LA LIBERTAD;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;300
685998;NACIONAL;AREQUIPA;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;300
577651;NACIONAL;AMAZONAS;MOQUEGUA;MARISCAL NIETO;CARUMAS;300
149780;NACIONAL;JUNIN;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;300
513049;NACIONAL;PUNO;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;300
899695;NACIONAL;AREQUIPA;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;300
490351;NACIONAL;SAN MARTIN;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;300
825114;NACIONAL;LIMA METROPOLITANA;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;300
289453;NACIONAL;HUANUCO;MOQUEGUA;MARISCAL NIETO;CUCHUMBAYA;300
806361;NACIONAL;ANCASH;MOQUEGUA;MARISCAL NIETO;SAMEGUA;300
469631;NACIONAL;CALLAO;MOQUEGUA;MARISCAL NIETO;SAMEGUA;300
254589;NACIONAL;PUNO;MOQUEGUA;MARISCAL NIETO;SAMEGUA;300
364424;NACIONAL;CAJAMARCA;MOQUEGUA;MARISCAL NIETO;SAMEGUA;300
687471;NACIONAL;ICA;MOQUEGUA;MARISCAL NIETO;SAMEGUA;300
538707;NACIONAL;PIURA;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;300
486463;NACIONAL;LA LIBERTAD;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;300
194993;NACIONAL;SAN MARTIN;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;300
943065;NACIONAL;LA LIBERTAD;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;300
444655;NACIONAL;LAMBAYEQUE;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;300
988143;NACIONAL;PUNO;MOQUEGUA;MARISCAL NIETO;SAN CRISTOBAL;300
732741;NACIONAL;MOQUEGUA;MOQUEGUA;MARISCAL NIETO;TORATA;300
452128;NACIONAL;UCAYALI;MOQUEGUA;MARISCAL NIETO;TORATA;300
650306;NACIONAL;CUSCO;MOQUEGUA;MARISCAL NIETO;TORATA;300
393259;NACIONAL;PUNO;MOQUEGUA;MARISCAL NIETO;TORATA;300
776723;NACIONAL;AREQUIPA;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;300
105890;NACIONAL;AYACUCHO;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;300
634517;NACIONAL;AYACUCHO;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;300
287683;NACIONAL;TUMBES;MOQUEGUA;GENERAL SANCHEZ CERRO;OMATE;300
106155;NACIONAL;MOQUEGUA;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;300
245735;NACIONAL;LAMBAYEQUE;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;300
565341;NACIONAL;TUMBES;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;300
130447;NACIONAL;ICA;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;300
178882;NACIONAL;LA LIBERTAD;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;300
168539;NACIONAL;MOQUEGUA;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;300
624536;NACIONAL;AREQUIPA;MOQUEGUA;GENERAL SANCHEZ CERRO;CHOJATA;300
471626;NACIONAL;HUANUCO;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;300
912793;NACIONAL;LA LIBERTAD;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;300
220116;NACIONAL;JUNIN;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;300
246434;NACIONAL;LORETO;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;300
783213;NACIONAL;CALLAO;MOQUEGUA;GENERAL SANCHEZ CERRO;COALAQUE;300
571366;NACIONAL;LIMA PROVINCIAS;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;300
771114;NACIONAL;JUNIN;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;300
989239;NACIONAL;PIURA;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;300
807174;NACIONAL;ANCASH;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;300
444971;NACIONAL;PASCO;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;300
427325;NACIONAL;PIURA;MOQUEGUA;GENERAL SANCHEZ CERRO;ICHUÑA;300
886997;NACIONAL;MOQUEGUA;MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;300
158247;NACIONAL;CAJAMARCA;MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;300
437138;NACIONAL;AREQUIPA;MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;300
197604;NACIONAL;MOQUEGUA;MOQUEGUA;GENERAL SANCHEZ CERRO;LA CAPILLA;300
838527;NACIONAL;HUANUCO;MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE;300
272653;NACIONAL;AMAZONAS;MOQUEGUA;GENERAL SANCHEZ CERRO;LLOQUE;300
279344;NACIONAL;CAJAMARCA;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;300
983631;NACIONAL;AYACUCHO;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;300
799596;NACIONAL;CALLAO;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;300
356875;NACIONAL;APURIMAC;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;300
244365;NACIONAL;PIURA;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;300
350707;NACIONAL;LIMA METROPOLITANA;MOQUEGUA;GENERAL SANCHEZ CERRO;MATALAQUE;300
380880;NACIONAL;TACNA;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;300
746054;NACIONAL;HUANUCO;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;300
214491;NACIONAL;UCAYALI;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;300
520950;NACIONAL;CALLAO;MOQUEGUA;GENERAL SANCHEZ CERRO;PUQUINA;300
621364;NACIONAL;LORETO;MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS;300
372682;NACIONAL;AMAZONAS;MOQUEGUA;GENERAL SANCHEZ CERRO;QUINISTAQUILLAS;300
635848;NACIONAL;AMAZONAS;MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;300
667310;NACIONAL;ICA;MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;300
308603;NACIONAL;LIMA PROVINCIAS;MOQUEGUA;GENERAL SANCHEZ CERRO;UBINAS;300
612867;NACIONAL;CALLAO;MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;300
763913;NACIONAL;HUANCAVELICA;MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;300
149064;NACIONAL;PASCO;MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;300
185211;NACIONAL;PIURA;MOQUEGUA;GENERAL SANCHEZ CERRO;YUNGA;300
508115;NACIONAL;JUNIN;MOQUEGUA;ILO;ILO;300
314618;NACIONAL;LA LIBERTAD;MOQUEGUA;ILO;ILO;300
339214;NACIONAL;HUANCAVELICA;MOQUEGUA;ILO;EL ALGARROBAL;300
848061;NACIONAL;AREQUIPA;MOQUEGUA;ILO;EL ALGARROBAL;300
997485;NACIONAL;CALLAO;MOQUEGUA;ILO;EL ALGARROBAL;300
234637;NACIONAL;MOQUEGUA;MOQUEGUA;ILO;EL ALGARROBAL;300
321894;NACIONAL;CAJAMARCA;MOQUEGUA;ILO;EL ALGARROBAL;300
676003;NACIONAL;TACNA;MOQUEGUA;ILO;EL ALGARROBAL;300
249421;NACIONAL;JUNIN;MOQUEGUA;ILO;PACOCHA;300
989064;NACIONAL;TACNA;MOQUEGUA;ILO;PACOCHA;300
669432;NACIONAL;CALLAO;MOQUEGUA;ILO;PACOCHA;300
564849;NACIONAL;MOQUEGUA;MOQUEGUA;ILO;PACOCHA;300
408326;NACIONAL;PASCO;MOQUEGUA;ILO;PACOCHA;300
542095;NACIONAL;AREQUIPA;MOQUEGUA;ILO;PACOCHA;300
872952;NACIONAL;SAN MARTIN;PASCO;PASCO;CHAUPIMARCA;300
939783;NACIONAL;TACNA;PASCO;PASCO;CHAUPIMARCA;300
608500;NACIONAL;HUANUCO;PASCO;PASCO;HUACHON;300
387185;NACIONAL;PUNO;PASCO;PASCO;HUACHON;300
361874;NACIONAL;LORETO;PASCO;PASCO;HUACHON;300
478107;NACIONAL;SAN MARTIN;PASCO;PASCO;HUACHON;300
289669;NACIONAL;ANCASH;PASCO;PASCO;HUACHON;300
772074;NACIONAL;ANCASH;PASCO;PASCO;HUARIACA;300
803187;NACIONAL;AMAZONAS;PASCO;PASCO;HUARIACA;300
844971;NACIONAL;LIMA METROPOLITANA;PASCO;PASCO;HUARIACA;300
212124;NACIONAL;LORETO;PASCO;PASCO;HUARIACA;300
169837;NACIONAL;LA LIBERTAD;PASCO;PASCO;HUARIACA;300
994231;NACIONAL;MOQUEGUA;PASCO;PASCO;HUAYLLAY;300
576644;NACIONAL;CALLAO;PASCO;PASCO;HUAYLLAY;300
605759;NACIONAL;LAMBAYEQUE;PASCO;PASCO;HUAYLLAY;300
547547;NACIONAL;TUMBES;PASCO;PASCO;HUAYLLAY;300
557316;NACIONAL;MOQUEGUA;PASCO;PASCO;HUAYLLAY;300
737557;NACIONAL;PIURA;PASCO;PASCO;NINACACA;300
326533;NACIONAL;HUANUCO;PASCO;PASCO;NINACACA;300
361520;NACIONAL;UCAYALI;PASCO;PASCO;PALLANCHACRA;300
416380;NACIONAL;UCAYALI;PASCO;PASCO;PAUCARTAMBO;300
312976;NACIONAL;CUSCO;PASCO;PASCO;PAUCARTAMBO;300
303738;NACIONAL;UCAYALI;PASCO;PASCO;PAUCARTAMBO;300
235416;NACIONAL;LIMA PROVINCIAS;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;300
180178;NACIONAL;PASCO;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;300
453660;NACIONAL;CAJAMARCA;PASCO;PASCO;SAN FRANCISCO DE ASIS DE YARUSYACAN;300
454493;NACIONAL;TUMBES;PASCO;PASCO;SIMON BOLIVAR;300
234114;NACIONAL;JUNIN;PASCO;PASCO;TICLACAYAN;300
473344;NACIONAL;CALLAO;PASCO;PASCO;TICLACAYAN;300
994719;NACIONAL;UCAYALI;PASCO;PASCO;TICLACAYAN;300
305623;NACIONAL;AREQUIPA;PASCO;PASCO;TICLACAYAN;300
325157;NACIONAL;AYACUCHO;PASCO;PASCO;TICLACAYAN;300
224212;NACIONAL;MADRE DE DIOS;PASCO;PASCO;TICLACAYAN;300
998142;NACIONAL;LA LIBERTAD;PASCO;PASCO;TICLACAYAN;300
644216;NACIONAL;AMAZONAS;PASCO;PASCO;TINYAHUARCO;300
159780;NACIONAL;CALLAO;PASCO;PASCO;TINYAHUARCO;300
608371;NACIONAL;CAJAMARCA;PASCO;PASCO;TINYAHUARCO;300
820566;NACIONAL;TACNA;PASCO;PASCO;TINYAHUARCO;300
209564;NACIONAL;CAJAMARCA;PASCO;PASCO;VICCO;300
294503;NACIONAL;CAJAMARCA;PASCO;PASCO;VICCO;300
945723;NACIONAL;AREQUIPA;PASCO;PASCO;VICCO;300
528755;NACIONAL;ICA;PASCO;PASCO;VICCO;300
631882;NACIONAL;AMAZONAS;PASCO;PASCO;VICCO;300
655197;NACIONAL;APURIMAC;PASCO;PASCO;VICCO;300
133508;NACIONAL;SAN MARTIN;PASCO;PASCO;VICCO;300
482884;NACIONAL;HUANCAVELICA;PASCO;PASCO;YANACANCHA;300
685921;NACIONAL;LAMBAYEQUE;PASCO;PASCO;YANACANCHA;300
377895;NACIONAL;PASCO;PASCO;PASCO;YANACANCHA;300
479708;NACIONAL;CALLAO;PASCO;PASCO;YANACANCHA;300
483442;NACIONAL;LORETO;PASCO;PASCO;YANACANCHA;300
202218;NACIONAL;ICA;PASCO;PASCO;YANACANCHA;300
234726;NACIONAL;TUMBES;PASCO;DANIEL ALCIDES CARRION;YANAHUANCA;300
810323;NACIONAL;ANCASH;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;300
704163;NACIONAL;JUNIN;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;300
766183;NACIONAL;UCAYALI;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;300
941622;NACIONAL;CUSCO;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;300
905830;NACIONAL;MADRE DE DIOS;PASCO;DANIEL ALCIDES CARRION;CHACAYAN;300
571777;NACIONAL;LIMA PROVINCIAS;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;300
142236;NACIONAL;PASCO;PASCO;DANIEL ALCIDES CARRION;GOYLLARISQUIZGA;300
581405;NACIONAL;HUANUCO;PASCO;DANIEL ALCIDES CARRION;PAUCAR;300
723820;NACIONAL;PASCO;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;300
525117;NACIONAL;PIURA;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;300
257519;NACIONAL;TACNA;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;300
268719;NACIONAL;LA LIBERTAD;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;300
407455;NACIONAL;LAMBAYEQUE;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;300
764779;NACIONAL;LORETO;PASCO;DANIEL ALCIDES CARRION;SAN PEDRO DE PILLAO;300
657172;NACIONAL;APURIMAC;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;300
291918;NACIONAL;PASCO;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;300
683530;NACIONAL;LIMA PROVINCIAS;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;300
809641;NACIONAL;ANCASH;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;300
556646;NACIONAL;PASCO;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;300
933111;NACIONAL;LA LIBERTAD;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;300
309574;NACIONAL;CUSCO;PASCO;DANIEL ALCIDES CARRION;SANTA ANA DE TUSI;300
571234;NACIONAL;CAJAMARCA;PASCO;DANIEL ALCIDES CARRION;TAPUC;300
141401;NACIONAL;HUANCAVELICA;PASCO;DANIEL ALCIDES CARRION;TAPUC;300
887098;NACIONAL;CALLAO;PASCO;DANIEL ALCIDES CARRION;TAPUC;300
774038;NACIONAL;TUMBES;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;300
808444;NACIONAL;LORETO;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;300
812383;NACIONAL;LIMA METROPOLITANA;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;300
150229;NACIONAL;ICA;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;300
302364;NACIONAL;CUSCO;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;300
361266;NACIONAL;APURIMAC;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;300
763835;NACIONAL;HUANCAVELICA;PASCO;DANIEL ALCIDES CARRION;VILCABAMBA;300
227147;NACIONAL;PIURA;PASCO;OXAPAMPA;OXAPAMPA;300
524359;NACIONAL;LAMBAYEQUE;PASCO;OXAPAMPA;OXAPAMPA;300
790024;NACIONAL;AREQUIPA;PASCO;OXAPAMPA;OXAPAMPA;300
158217;NACIONAL;PIURA;PASCO;OXAPAMPA;OXAPAMPA;300
639554;NACIONAL;MADRE DE DIOS;PASCO;OXAPAMPA;OXAPAMPA;300
748220;NACIONAL;MOQUEGUA;PASCO;OXAPAMPA;OXAPAMPA;300
878643;NACIONAL;PIURA;PASCO;OXAPAMPA;CHONTABAMBA;300
970756;NACIONAL;LIMA PROVINCIAS;PASCO;OXAPAMPA;CHONTABAMBA;300
739908;NACIONAL;LORETO;PASCO;OXAPAMPA;HUANCABAMBA;300
110600;NACIONAL;PIURA;PASCO;OXAPAMPA;HUANCABAMBA;300
362493;NACIONAL;AYACUCHO;PASCO;OXAPAMPA;HUANCABAMBA;300
438211;NACIONAL;HUANCAVELICA;PASCO;OXAPAMPA;PALCAZU;300
171125;NACIONAL;PIURA;PASCO;OXAPAMPA;PALCAZU;300
678540;NACIONAL;UCAYALI;PASCO;OXAPAMPA;PALCAZU;300
290505;NACIONAL;ICA;PASCO;OXAPAMPA;PALCAZU;300
170427;NACIONAL;CALLAO;PASCO;OXAPAMPA;PALCAZU;300
761886;NACIONAL;LA LIBERTAD;PASCO;OXAPAMPA;PALCAZU;300
286562;NACIONAL;AYACUCHO;PASCO;OXAPAMPA;PALCAZU;300
458110;NACIONAL;APURIMAC;PASCO;OXAPAMPA;POZUZO;300
425948;NACIONAL;CALLAO;PASCO;OXAPAMPA;PUERTO BERMUDEZ;300
906602;NACIONAL;PUNO;PASCO;OXAPAMPA;PUERTO BERMUDEZ;300
748713;NACIONAL;TACNA;PASCO;OXAPAMPA;PUERTO BERMUDEZ;300
902188;NACIONAL;TUMBES;PASCO;OXAPAMPA;PUERTO BERMUDEZ;300
465641;NACIONAL;UCAYALI;PASCO;OXAPAMPA;VILLA RICA;300
836420;NACIONAL;UCAYALI;PASCO;OXAPAMPA;CONSTITUCION;300
961936;NACIONAL;MOQUEGUA;PASCO;OXAPAMPA;CONSTITUCION;300
737184;NACIONAL;ANCASH;PASCO;OXAPAMPA;CONSTITUCION;300
273468;NACIONAL;CAJAMARCA;PASCO;OXAPAMPA;CONSTITUCION;300
526493;NACIONAL;ICA;PASCO;OXAPAMPA;CONSTITUCION;300
856771;NACIONAL;UCAYALI;PASCO;OXAPAMPA;CONSTITUCION;300
992104;NACIONAL;AMAZONAS;PASCO;OXAPAMPA;CONSTITUCION;300
166831;NACIONAL;LIMA PROVINCIAS;PIURA;PIURA;PIURA;300
535226;NACIONAL;LIMA PROVINCIAS;PIURA;PIURA;PIURA;300
957806;NACIONAL;AMAZONAS;PIURA;PIURA;PIURA;300
425273;NACIONAL;MADRE DE DIOS;PIURA;PIURA;PIURA;300
974925;NACIONAL;CAJAMARCA;PIURA;PIURA;PIURA;300
853151;NACIONAL;PASCO;PIURA;PIURA;CASTILLA;300
571249;NACIONAL;TUMBES;PIURA;PIURA;CASTILLA;300
818160;NACIONAL;LA LIBERTAD;PIURA;PIURA;CATACAOS;300
741028;NACIONAL;LORETO;PIURA;PIURA;CATACAOS;300
868349;NACIONAL;LAMBAYEQUE;PIURA;PIURA;CATACAOS;300
818779;NACIONAL;LAMBAYEQUE;PIURA;PIURA;CATACAOS;300
727487;NACIONAL;MADRE DE DIOS;PIURA;PIURA;CATACAOS;300
104767;NACIONAL;MADRE DE DIOS;PIURA;PIURA;CATACAOS;300
995536;NACIONAL;HUANUCO;PIURA;PIURA;CURA MORI;300
612704;NACIONAL;CAJAMARCA;PIURA;PIURA;CURA MORI;300
586119;NACIONAL;HUANCAVELICA;PIURA;PIURA;CURA MORI;300
437144;NACIONAL;LIMA METROPOLITANA;PIURA;PIURA;CURA MORI;300
556317;NACIONAL;PIURA;PIURA;PIURA;CURA MORI;300
644295;NACIONAL;ANCASH;PIURA;PIURA;CURA MORI;300
560319;NACIONAL;JUNIN;PIURA;PIURA;CURA MORI;300
258410;NACIONAL;ANCASH;PIURA;PIURA;EL TALLAN;300
726823;NACIONAL;PASCO;PIURA;PIURA;EL TALLAN;300
528104;NACIONAL;HUANCAVELICA;PIURA;PIURA;EL TALLAN;300
705210;NACIONAL;CALLAO;PIURA;PIURA;EL TALLAN;300
568476;NACIONAL;HUANUCO;PIURA;PIURA;EL TALLAN;300
669412;NACIONAL;MADRE DE DIOS;PIURA;PIURA;LA ARENA;300
915892;NACIONAL;AYACUCHO;PIURA;PIURA;LA ARENA;300
548356;NACIONAL;SAN MARTIN;PIURA;PIURA;LA UNION;300
361304;NACIONAL;LORETO;PIURA;PIURA;LA UNION;300
495458;NACIONAL;UCAYALI;PIURA;PIURA;LA UNION;300
342451;NACIONAL;ANCASH;PIURA;PIURA;LA UNION;300
298456;NACIONAL;CAJAMARCA;PIURA;PIURA;LA UNION;300
367572;NACIONAL;LORETO;PIURA;PIURA;LAS LOMAS;300
503236;NACIONAL;ANCASH;PIURA;PIURA;LAS LOMAS;300
214900;NACIONAL;MADRE DE DIOS;PIURA;PIURA;LAS LOMAS;300
741472;NACIONAL;LA LIBERTAD;PIURA;PIURA;TAMBO GRANDE;300
483434;NACIONAL;ANCASH;PIURA;PIURA;TAMBO GRANDE;300
761179;NACIONAL;MADRE DE DIOS;PIURA;PIURA;TAMBO GRANDE;300
868986;NACIONAL;AYACUCHO;PIURA;PIURA;TAMBO GRANDE;300
873300;NACIONAL;UCAYALI;PIURA;PIURA;VEINTISEIS DE OCTUBRE;300
451669;NACIONAL;ICA;PIURA;PIURA;VEINTISEIS DE OCTUBRE;300
433079;NACIONAL;AYACUCHO;PIURA;PIURA;VEINTISEIS DE OCTUBRE;300
593645;NACIONAL;LIMA METROPOLITANA;PIURA;PIURA;VEINTISEIS DE OCTUBRE;300
839363;NACIONAL;CUSCO;PIURA;PIURA;VEINTISEIS DE OCTUBRE;300
130563;NACIONAL;PUNO;PIURA;PIURA;VEINTISEIS DE OCTUBRE;300
672038;NACIONAL;UCAYALI;PIURA;PIURA;VEINTISEIS DE OCTUBRE;300
440117;NACIONAL;AYACUCHO;PIURA;AYABACA;AYABACA;300
216835;NACIONAL;LAMBAYEQUE;PIURA;AYABACA;AYABACA;300
171238;NACIONAL;JUNIN;PIURA;AYABACA;FRIAS;300
353159;NACIONAL;CAJAMARCA;PIURA;AYABACA;FRIAS;300
705389;NACIONAL;AREQUIPA;PIURA;AYABACA;JILILI;300
653049;NACIONAL;AREQUIPA;PIURA;AYABACA;JILILI;300
